 Total Nb of available Diagnostics: ndiagt=   305
------------------------------------------------------------------------------------
  Num  |<-Name->|Levs|  mate |<- code ->|<--  Units   -->|<- Tile (max=80c)         
   262 |SIdSbOCN|  1 |       |SM      M1|m/s             |HSNOW rate of change by ocean ice flux
   263 |SIdHbATC|  1 |       |SM      M1|m/s             |HEFF rate of change by atm flux over sea ice
   264 |SIdHbATO|  1 |       |SM      M1|m/s             |HEFF rate of change by open ocn atm flux
   265 |SIdHbFLO|  1 |       |SM      M1|m/s             |HEFF rate of change by flooding snow
   266 |SIdAbATO|  1 |       |SM      M1|m^2/m^2/s       |Potential AREA rate of change by open ocn atm flux
   267 |SIdAbATC|  1 |       |SM      M1|m^2/m^2/s       |Potential AREA rate of change by atm flux over ice
   268 |SIdAbOCN|  1 |       |SM      M1|m^2/m^2/s       |Potential AREA rate of change by ocean ice flux
   269 |SIdA    |  1 |       |SM      M1|m^2/m^2/s       |AREA rate of change (net)
   270 |ADVxHEFF|  1 |   271 |UU      M1|m.m^2/s         |Zonal      Advective Flux of eff ice thickn
   271 |ADVyHEFF|  1 |   270 |VV      M1|m.m^2/s         |Meridional Advective Flux of eff ice thickn
   272 |DFxEHEFF|  1 |   273 |UU      M1|m.m^2/s         |Zonal      Diffusive Flux of eff ice thickn
   273 |DFyEHEFF|  1 |   272 |VV      M1|m.m^2/s         |Meridional Diffusive Flux of eff ice thickn
   274 |ADVxAREA|  1 |   275 |UU      M1|m^2/m^2.m^2/s   |Zonal      Advective Flux of fract area
   275 |ADVyAREA|  1 |   274 |VV      M1|m^2/m^2.m^2/s   |Meridional Advective Flux of fract area
   276 |DFxEAREA|  1 |   277 |UU      M1|m^2/m^2.m^2/s   |Zonal      Diffusive Flux of fract area
   277 |DFyEAREA|  1 |   276 |VV      M1|m^2/m^2.m^2/s   |Meridional Diffusive Flux of fract area
   278 |ADVxSNOW|  1 |   279 |UU      M1|m.m^2/s         |Zonal      Advective Flux of eff snow thickn
   279 |ADVySNOW|  1 |   278 |VV      M1|m.m^2/s         |Meridional Advective Flux of eff snow thickn
   280 |DFxESNOW|  1 |   281 |UU      M1|m.m^2/s         |Zonal      Diffusive Flux of eff snow thickn
   281 |DFyESNOW|  1 |   280 |VV      M1|m.m^2/s         |Meridional Diffusive Flux of eff snow thickn
   282 |ADVxSSLT|  1 |   283 |UU      M1|psu.m^2/s       |Zonal      Advective Flux of seaice salinity
   283 |ADVySSLT|  1 |   282 |VV      M1|psu.m^2/s       |Meridional Advective Flux of seaice salinity
   284 |DFxESSLT|  1 |   285 |UU      M1|psu.m^2/s       |Zonal      Diffusive Flux of seaice salinity
   285 |DFyESSLT|  1 |   284 |VV      M1|psu.m^2/s       |Meridional Diffusive Flux of seaice salinity
   286 |SIuheff |  1 |   287 |UU      M1|m^2/s           |Zonal      Transport of eff ice thickn (centered)
   287 |SIvheff |  1 |   286 |VV      M1|m^2/s           |Meridional Transport of eff ice thickn (centered)
   288 |SIpress |  1 |       |SM      M1|N/m             |SEAICE strength (with upper and lower limit)
   289 |SIzeta  |  1 |       |SM      M1|kg/s            |SEAICE nonlinear bulk viscosity
   290 |SIeta   |  1 |       |SM      M1|kg/s            |SEAICE nonlinear shear viscosity
   291 |SIsig1  |  1 |       |SM      M1|no units        |SEAICE normalized principle stress, component one
   292 |SIsig2  |  1 |       |SM      M1|no units        |SEAICE normalized principle stress, component two
   293 |SIshear |  1 |       |SM      M1|1/s             |SEAICE shear deformation rate
   294 |SIdelta |  1 |       |SM      M1|1/s             |SEAICE Delta deformation rate
   295 |SItensil|  1 |       |SM      M1|N/m             |SEAICE maximal tensile strength
   296 |SHIfwFlx|  1 |       |SM      L1|kg/m^2/s        |Ice shelf fresh water flux (positive upward)
   297 |SHIhtFlx|  1 |       |SM      L1|W/m^2           |Ice shelf heat flux  (positive upward)
   298 |SHIUDrag| 50 |   299 |UU      MR|m/s^2           |U momentum tendency from ice shelf drag
   299 |SHIVDrag| 50 |   298 |VV      MR|m/s^2           |V momentum tendency from ice shelf drag
------------------------------------------------------------------------------------
  Num  |<-Name->|Levs|  mate |<- code ->|<--  Units   -->|<- Tile (max=80c)         
------------------------------------------------------------------------------------
   300 |SHIForcT|  1 |       |SM      L1|W/m^2           |Ice shelf forcing for theta, >0 increases theta
   301 |SHIForcS|  1 |       |SM      L1|g/m^2/s         |Ice shelf forcing for salt, >0 increases salt
   302 |SHIgammT|  1 |       |SM      L1|m/s             |Ice shelf exchange coefficient for theta
   303 |SHIgammS|  1 |       |SM      L1|m/s             |Ice shelf exchange coefficient for salt
   304 |SHIuStar|  1 |       |SM      L1|m/s             |Friction velocity at bottom of ice shelf
   305 |SHI_mass|  1 |       |SM      L1|kg/m^2          |dynamic ice shelf mass for surface load anomaly
------------------------------------------------------------------------------------
  Num  |<-Name->|Levs|  mate |<- code ->|<--  Units   -->|<- Tile (max=80c)         
------------------------------------------------------------------------------------
